task_id,subgroup,gold,incorrect,eligible
BigCodeBench/306,new800,pass,fail,True
BigCodeBench/759,new800,pass,fail,True
BigCodeBench/507,new800,pass,fail,True
BigCodeBench/82,new800,fail,fail,False
BigCodeBench/145,new800,pass,fail,True
BigCodeBench/61,new800,pass,fail,True
BigCodeBench/942,new800,pass,fail,True
BigCodeBench/1093,new800,pass,fail,True
BigCodeBench/315,new800,fail,fail,False
BigCodeBench/972,new800,pass,fail,True
BigCodeBench/231,new800,pass,fail,True
BigCodeBench/245,new800,pass,fail,True
BigCodeBench/1001,new800,pass,fail,True
BigCodeBench/87,new800,pass,fail,True
BigCodeBench/481,new800,pass,fail,True
BigCodeBench/492,new800,pass,fail,True
BigCodeBench/277,new800,pass,fail,True
BigCodeBench/90,new800,pass,fail,True
BigCodeBench/475,new800,pass,fail,True
BigCodeBench/1045,new800,pass,fail,True
BigCodeBench/825,new800,pass,fail,True
BigCodeBench/652,new800,pass,fail,True
BigCodeBench/737,new800,pass,fail,True
BigCodeBench/459,new800,fail,fail,False
BigCodeBench/868,new800,pass,fail,True
BigCodeBench/1073,new800,pass,fail,True
BigCodeBench/201,new800,pass,fail,True
BigCodeBench/179,new800,pass,fail,True
BigCodeBench/878,new800,pass,fail,True
BigCodeBench/684,new800,pass,fail,True
BigCodeBench/298,new800,pass,fail,True
BigCodeBench/158,new800,pass,fail,True
BigCodeBench/139,new800,pass,fail,True
BigCodeBench/843,new800,pass,fail,True
BigCodeBench/903,new800,pass,fail,True
BigCodeBench/664,new800,pass,fail,True
BigCodeBench/826,new800,pass,fail,True
BigCodeBench/922,new800,pass,fail,True
BigCodeBench/897,new800,pass,fail,True
BigCodeBench/376,new800,pass,fail,True
BigCodeBench/191,new800,pass,fail,True
BigCodeBench/123,new800,pass,fail,True
BigCodeBench/1021,new800,pass,fail,True
BigCodeBench/398,new800,pass,fail,True
BigCodeBench/1002,new800,pass,fail,True
BigCodeBench/384,new800,pass,fail,True
BigCodeBench/118,new800,pass,fail,True
BigCodeBench/995,new800,pass,fail,True
BigCodeBench/402,new800,pass,fail,True
BigCodeBench/937,new800,pass,fail,True
BigCodeBench/829,new800,pass,fail,True
BigCodeBench/840,new800,pass,fail,True
BigCodeBench/953,new800,pass,fail,True
BigCodeBench/410,new800,pass,fail,True
BigCodeBench/46,new800,pass,fail,True
BigCodeBench/1020,new800,fail,fail,False
BigCodeBench/290,new800,pass,fail,True
BigCodeBench/657,new800,fail,fail,False
BigCodeBench/489,new800,pass,fail,True
BigCodeBench/1057,new800,pass,fail,True
BigCodeBench/51,new800,pass,fail,True
BigCodeBench/608,new800,pass,fail,True
BigCodeBench/327,new800,pass,fail,True
BigCodeBench/80,new800,fail,fail,False
BigCodeBench/542,new800,pass,fail,True
BigCodeBench/112,new800,pass,fail,True
BigCodeBench/987,new800,pass,fail,True
BigCodeBench/883,new800,pass,fail,True
BigCodeBench/736,new800,pass,fail,True
BigCodeBench/113,new800,pass,fail,True
BigCodeBench/136,new800,pass,fail,True
BigCodeBench/1092,new800,pass,fail,True
BigCodeBench/392,new800,pass,fail,True
BigCodeBench/453,new800,pass,fail,True
BigCodeBench/537,new800,pass,fail,True
BigCodeBench/1099,new800,pass,fail,True
BigCodeBench/1040,new800,pass,fail,True
BigCodeBench/477,new800,pass,fail,True
BigCodeBench/760,new800,pass,fail,True
BigCodeBench/15,new800,pass,fail,True
BigCodeBench/500,new800,pass,fail,True
BigCodeBench/1123,new800,pass,fail,True
BigCodeBench/197,new800,pass,fail,True
BigCodeBench/95,new800,pass,fail,True
BigCodeBench/943,new800,pass,fail,True
BigCodeBench/523,new800,pass,fail,True
BigCodeBench/620,new800,pass,fail,True
BigCodeBench/1113,new800,pass,fail,True
BigCodeBench/976,new800,pass,fail,True
BigCodeBench/1058,new800,pass,fail,True
BigCodeBench/853,new800,pass,fail,True
BigCodeBench/449,new800,pass,fail,True
BigCodeBench/1134,new800,pass,fail,True
BigCodeBench/396,new800,pass,fail,True
BigCodeBench/102,new800,pass,fail,True
BigCodeBench/856,new800,pass,fail,True
BigCodeBench/574,new800,pass,fail,True
BigCodeBench/518,new800,pass,fail,True
BigCodeBench/177,new800,pass,fail,True
BigCodeBench/880,new800,pass,fail,True
BigCodeBench/957,new800,pass,fail,True
BigCodeBench/22,new800,pass,fail,True
BigCodeBench/442,new800,pass,fail,True
BigCodeBench/119,new800,pass,fail,True
BigCodeBench/1080,new800,pass,fail,True
BigCodeBench/524,new800,pass,fail,True
BigCodeBench/394,new800,pass,fail,True
BigCodeBench/624,new800,pass,fail,True
BigCodeBench/857,new800,pass,fail,True
BigCodeBench/411,new800,pass,fail,True
BigCodeBench/799,new800,pass,fail,True
BigCodeBench/568,new800,pass,fail,True
BigCodeBench/674,new800,pass,fail,True
BigCodeBench/79,new800,fail,fail,False
BigCodeBench/181,new800,fail,fail,False
BigCodeBench/862,new800,pass,fail,True
BigCodeBench/768,new800,pass,fail,True
BigCodeBench/226,new800,pass,fail,True
BigCodeBench/677,new800,pass,fail,True
BigCodeBench/369,new800,pass,fail,True
BigCodeBench/400,new800,pass,fail,True
BigCodeBench/495,new800,pass,fail,True
BigCodeBench/148,new800,pass,fail,True
BigCodeBench/252,new800,pass,fail,True
BigCodeBench/924,new800,pass,fail,True
BigCodeBench/564,new800,pass,fail,True
BigCodeBench/266,new800,pass,fail,True
BigCodeBench/1109,new800,pass,fail,True
BigCodeBench/63,new800,pass,fail,True
BigCodeBench/18,new800,pass,fail,True
BigCodeBench/823,new800,pass,fail,True
BigCodeBench/470,new800,pass,fail,True
BigCodeBench/424,new800,pass,fail,True
BigCodeBench/771,new800,pass,fail,True
BigCodeBench/404,new800,pass,fail,True
BigCodeBench/302,new800,pass,fail,True
BigCodeBench/758,new800,pass,fail,True
BigCodeBench/64,new800,pass,fail,True
BigCodeBench/638,new800,pass,fail,True
BigCodeBench/1017,new800,pass,fail,True
BigCodeBench/426,new800,pass,fail,True
BigCodeBench/132,new800,pass,fail,True
BigCodeBench/1062,new800,pass,fail,True
BigCodeBench/991,new800,pass,fail,True
BigCodeBench/483,new800,pass,fail,True
BigCodeBench/142,new800,pass,fail,True
BigCodeBench/889,new800,pass,fail,True
BigCodeBench/749,new800,pass,fail,True
BigCodeBench/716,new800,pass,fail,True
BigCodeBench/208,new800,pass,fail,True
BigCodeBench/968,new800,pass,fail,True
BigCodeBench/171,new800,pass,fail,True
BigCodeBench/562,new800,pass,fail,True
BigCodeBench/30,new800,pass,fail,True
BigCodeBench/1031,new800,pass,fail,True
BigCodeBench/111,new800,fail,fail,False
BigCodeBench/561,new800,pass,fail,True
BigCodeBench/213,new800,pass,fail,True
BigCodeBench/770,new800,pass,fail,True
BigCodeBench/787,new800,pass,fail,True
BigCodeBench/543,new800,pass,fail,True
BigCodeBench/923,new800,pass,fail,True
BigCodeBench/1039,new800,pass,fail,True
BigCodeBench/993,new800,pass,fail,True
BigCodeBench/576,new800,pass,fail,True
BigCodeBench/129,new800,pass,fail,True
BigCodeBench/496,new800,pass,fail,True
BigCodeBench/114,new800,pass,fail,True
BigCodeBench/756,new800,pass,fail,True
BigCodeBench/188,new800,fail,fail,False
BigCodeBench/133,new800,pass,fail,True
BigCodeBench/337,new800,pass,fail,True
BigCodeBench/395,new800,fail,fail,False
BigCodeBench/680,new800,pass,fail,True
BigCodeBench/466,new800,pass,fail,True
BigCodeBench/710,new800,pass,fail,True
BigCodeBench/947,new800,pass,fail,True
BigCodeBench/1047,new800,pass,fail,True
BigCodeBench/209,new800,pass,fail,True
BigCodeBench/126,new800,pass,fail,True
BigCodeBench/310,new800,pass,fail,True
BigCodeBench/448,new800,pass,fail,True
BigCodeBench/563,new800,pass,fail,True
BigCodeBench/626,new800,pass,fail,True
BigCodeBench/540,new800,pass,fail,True
BigCodeBench/1061,new800,pass,fail,True
BigCodeBench/474,new800,pass,fail,True
BigCodeBench/675,new800,pass,fail,True
BigCodeBench/1129,new800,pass,fail,True
BigCodeBench/355,new800,pass,fail,True
BigCodeBench/722,new800,pass,fail,True
BigCodeBench/901,new800,pass,fail,True
BigCodeBench/99,new800,pass,fail,True
BigCodeBench/281,new800,pass,fail,True
BigCodeBench/237,new800,pass,fail,True
BigCodeBench/1014,new800,pass,fail,True
BigCodeBench/802,new800,pass,fail,True
BigCodeBench/274,new800,pass,fail,True
BigCodeBench/765,new800,pass,fail,True
BigCodeBench/27,new800,pass,fail,True
BigCodeBench/333,new800,pass,fail,True
BigCodeBench/570,new800,pass,fail,True
BigCodeBench/1012,new800,fail,fail,False
BigCodeBench/532,new800,pass,fail,True
BigCodeBench/74,new800,pass,fail,True
BigCodeBench/1026,new800,pass,fail,True
BigCodeBench/1044,new800,pass,fail,True
BigCodeBench/526,new800,pass,fail,True
BigCodeBench/582,new800,pass,fail,True
BigCodeBench/515,new800,pass,fail,True
BigCodeBench/230,new800,pass,fail,True
BigCodeBench/270,new800,pass,fail,True
BigCodeBench/1038,new800,pass,timeout,False
BigCodeBench/259,new800,pass,fail,True
BigCodeBench/346,new800,pass,fail,True
BigCodeBench/166,new800,fail,fail,False
BigCodeBench/1102,new800,pass,fail,True
BigCodeBench/785,new800,pass,fail,True
BigCodeBench/1117,new800,pass,fail,True
BigCodeBench/463,new800,pass,fail,True
BigCodeBench/130,new800,pass,fail,True
BigCodeBench/1118,new800,pass,fail,True
BigCodeBench/55,new800,pass,fail,True
BigCodeBench/651,new800,pass,fail,True
BigCodeBench/1098,new800,pass,fail,True
BigCodeBench/408,new800,pass,fail,True
BigCodeBench/106,new800,pass,fail,True
BigCodeBench/598,new800,pass,fail,True
BigCodeBench/751,new800,pass,fail,True
BigCodeBench/822,new800,pass,fail,True
BigCodeBench/250,new800,pass,fail,True
BigCodeBench/835,new800,pass,fail,True
BigCodeBench/912,new800,pass,fail,True
BigCodeBench/357,new800,pass,fail,True
BigCodeBench/93,new800,pass,fail,True
BigCodeBench/65,new800,pass,fail,True
BigCodeBench/86,new800,pass,fail,True
BigCodeBench/397,new800,pass,fail,True
BigCodeBench/959,new800,pass,fail,True
BigCodeBench/1083,new800,pass,fail,True
BigCodeBench/141,new800,pass,fail,True
BigCodeBench/227,new800,fail,fail,False
BigCodeBench/160,new800,pass,fail,True
BigCodeBench/305,new800,pass,fail,True
BigCodeBench/580,new800,pass,fail,True
BigCodeBench/304,new800,pass,fail,True
BigCodeBench/869,new800,pass,fail,True
BigCodeBench/339,new800,pass,fail,True
BigCodeBench/697,new800,pass,fail,True
BigCodeBench/144,new800,pass,fail,True
BigCodeBench/222,new800,pass,fail,True
BigCodeBench/609,new800,pass,fail,True
BigCodeBench/371,new800,pass,fail,True
BigCodeBench/1085,new800,pass,fail,True
BigCodeBench/41,new800,pass,fail,True
BigCodeBench/962,new800,pass,fail,True
BigCodeBench/1065,new800,pass,fail,True
BigCodeBench/314,new800,fail,fail,False
BigCodeBench/769,new800,pass,fail,True
BigCodeBench/67,new800,pass,fail,True
BigCodeBench/792,new800,pass,fail,True
BigCodeBench/747,new800,pass,fail,True
BigCodeBench/661,new800,pass,fail,True
BigCodeBench/793,new800,pass,fail,True
BigCodeBench/223,new800,pass,fail,True
BigCodeBench/1103,new800,pass,fail,True
BigCodeBench/10,new800,pass,fail,True
BigCodeBench/17,new800,fail,fail,False
BigCodeBench/662,new800,pass,fail,True
BigCodeBench/358,new800,pass,fail,True
BigCodeBench/1042,new800,pass,fail,True
BigCodeBench/154,new800,pass,fail,True
BigCodeBench/485,new800,pass,fail,True
BigCodeBench/932,new800,pass,fail,True
BigCodeBench/527,new800,pass,fail,True
BigCodeBench/104,new800,pass,fail,True
BigCodeBench/205,new800,timeout,fail,False
BigCodeBench/94,new800,pass,fail,True
BigCodeBench/351,new800,pass,fail,True
BigCodeBench/216,new800,pass,fail,True
BigCodeBench/920,new800,pass,fail,True
BigCodeBench/789,new800,pass,fail,True
BigCodeBench/996,new800,pass,fail,True
BigCodeBench/522,new800,pass,fail,True
BigCodeBench/195,new800,pass,fail,True
BigCodeBench/720,new800,pass,fail,True
BigCodeBench/437,new800,pass,fail,True
BigCodeBench/762,new800,pass,fail,True
BigCodeBench/633,new800,pass,fail,True
BigCodeBench/192,new800,pass,fail,True
BigCodeBench/352,new800,pass,fail,True
BigCodeBench/866,new800,pass,fail,True
BigCodeBench/1082,new800,pass,fail,True
BigCodeBench/311,new800,pass,fail,True
BigCodeBench/764,new800,pass,fail,True
BigCodeBench/951,new800,pass,fail,True
BigCodeBench/572,new800,pass,fail,True
BigCodeBench/210,new800,pass,fail,True
BigCodeBench/335,new800,pass,fail,True
BigCodeBench/729,new800,pass,fail,True
BigCodeBench/921,new800,pass,fail,True
BigCodeBench/965,new800,pass,fail,True
BigCodeBench/847,new800,pass,fail,True
BigCodeBench/52,new800,pass,fail,True
BigCodeBench/821,new800,pass,fail,True
BigCodeBench/949,new800,pass,fail,True
BigCodeBench/559,new800,pass,fail,True
BigCodeBench/828,new800,pass,fail,True
BigCodeBench/1067,new800,pass,fail,True
BigCodeBench/520,new800,pass,fail,True
BigCodeBench/476,new800,pass,fail,True
BigCodeBench/39,new800,pass,fail,True
BigCodeBench/268,new800,pass,fail,True
BigCodeBench/336,new800,pass,fail,True
BigCodeBench/180,new800,fail,fail,False
BigCodeBench/1037,new800,pass,fail,True
BigCodeBench/610,new800,pass,fail,True
BigCodeBench/60,new800,pass,fail,True
BigCodeBench/602,new800,pass,fail,True
BigCodeBench/950,new800,pass,fail,True
BigCodeBench/622,new800,pass,fail,True
BigCodeBench/134,new800,pass,fail,True
BigCodeBench/413,new800,fail,fail,False
BigCodeBench/967,new800,pass,fail,True
BigCodeBench/497,new800,pass,fail,True
BigCodeBench/645,new800,pass,fail,True
BigCodeBench/324,new800,pass,fail,True
BigCodeBench/190,new800,pass,fail,True
BigCodeBench/12,new800,pass,fail,True
BigCodeBench/1094,new800,pass,fail,True
BigCodeBench/460,new800,fail,fail,False
BigCodeBench/9,new800,pass,fail,True
BigCodeBench/292,new800,pass,fail,True
BigCodeBench/886,new800,pass,fail,True
BigCodeBench/480,new800,pass,fail,True
BigCodeBench/1136,new800,pass,fail,True
BigCodeBench/743,new800,pass,fail,True
BigCodeBench/1076,new800,pass,fail,True
BigCodeBench/122,new800,pass,fail,True
BigCodeBench/700,new800,pass,fail,True
BigCodeBench/465,new800,pass,fail,True
BigCodeBench/741,new800,pass,fail,True
BigCodeBench/724,new800,pass,fail,True
BigCodeBench/383,new800,fail,fail,False
BigCodeBench/332,new800,pass,fail,True
BigCodeBench/772,new800,pass,fail,True
BigCodeBench/731,new800,pass,fail,True
BigCodeBench/362,new800,pass,fail,True
BigCodeBench/902,new800,pass,fail,True
