attempt,shard,cell,stage,terminal_state,usage_available,input_tokens,cached_input_tokens,output_tokens,reasoning_output_subset,total_tokens,api_equivalent_usd,uncached_sensitivity_usd,events_sha256
continuation,,95a4fe968f07de6389e28b7c,0,completed,True,2917,2048,3069,2732,5986,0.0146158500,0.0159982500,325be51ddc77ae004440ce335b470f146e2be8be4764f7fc630fa97a3ce58f3c
continuation,,98cbbcc865ecf7e12abd99db,0,completed,True,2824,2048,669,456,3493,0.0037461000,0.0051285000,ef4c64785d54ec878327bb9a81f7f9a1b45af9bc3c65d6da251c6be54b33925b
continuation,,98f84cfc4af5dc754530e3f8,0,completed,True,3079,2560,597,360,3676,0.0032677500,0.0049957500,03b55a8d740ac058c0289ee4ab924e399113590c5de6d6a3d3c9ad0eeb31c9a5
continuation,,99cce83b74d41b88a2e84f96,0,completed,True,2776,2048,397,325,3173,0.0024861000,0.0038685000,b17e6755c47cba703fc5599d6ba0c135ff5b2304c8b664741d5333a31f5cd82a
continuation,,9d6d398dce921d36c5034861,0,completed,True,2813,2048,480,224,3293,0.0028873500,0.0042697500,18b8b686dcfbd2bf92c56f24a5353b2a9eee82b9f8701c2e1683b9037d5466d8
continuation,,a915e73712627408cced51dd,0,completed,True,3021,2560,2030,1862,5051,0.0096727500,0.0114007500,9a77ad932d2701a064fdc190073719ad562811e153d555cc39eb0ddc9eb1a94c
continuation,,aae8535214417c23e58c9f76,0,completed,True,2784,2048,183,58,2967,0.0015291000,0.0029115000,eb8fddbaefc59b7afddafc6e15d24b6b390292c5b4165b74c4d25c358a2611e7
continuation,,ab358438fa80ddccdfb5b495,0,completed,True,3013,2048,750,516,3763,0.0042523500,0.0056347500,d60a5a73e53bf2ee70f4652d77af3e6b67c7cef89c01fe90ab9ec7b79687595f
continuation,,ac780811bf8185e6b107523a,0,completed,True,2784,2048,452,254,3236,0.0027396000,0.0041220000,f8e188baaf05311b0f50aef206cf500d74fdcee7a507b2fea3c957457e68135a
continuation,,ad43343fb27d0ffb1077a534,0,completed,True,2796,2048,402,189,3198,0.0025236000,0.0039060000,d94b77ff3c561ed155f2c2467161d2fc489465970d745659059bd8c61712828e
continuation,,ad664e6ba603c331c1fbe455,0,completed,True,2884,2048,542,322,3426,0.0032196000,0.0046020000,3588b60e99c2154545847aa096f810dccd46a681df3034d9380132da768ffb7f
continuation,,ae11f8afbe92c0d8cb9b21c8,0,completed,True,2888,2048,4075,3745,6963,0.0191211000,0.0205035000,84fad8a1513c87096471a081ad74806a0a77090ee118ab9044c74b60ba415474
continuation,,ae59dd263a92f8786da1b417,0,completed,True,3042,2048,347,142,3389,0.0024606000,0.0038430000,a159f581ac1d094d36951412c9cff69db61513479e6ecb0039811bf60f8e6331
continuation,,ae63a065b809baed709739d2,0,completed,True,2734,2048,201,81,2935,0.0015726000,0.0029550000,a80a360d978f1ea9d406cef0afa753e009df0f5e2fbeca9a52324928bec85b59
continuation,,aeb0203c5af6e810deffd90c,0,completed,True,3083,2560,2531,2315,5614,0.0119737500,0.0137017500,b8b722544f840590a1400a206530a5fc2ba544159976e2428626d70a76d2f05e
continuation,,af676b8babc5462957ee148e,0,completed,True,2750,2048,344,244,3094,0.0022281000,0.0036105000,44819358beb099e0417adec515451683149ca345d0493357c6bedc28a2b0ea82
continuation,,b037024024d1d2561b728d76,0,completed,True,2783,2048,226,103,3009,0.0017218500,0.0031042500,df25bd2f2844a16a4f60c69b283e44abda5f3235da199fafd6ab7296f7f2c6cf
continuation,,b2ceb0e798c7599de0826789,0,completed,True,2854,2048,732,461,3586,0.0040521000,0.0054345000,deff6baec693e58aa106a4de0aab356935c0036d2e05a34329bf02505e68c0cb
continuation,,b445cd18412fa677f40c2538,0,completed,True,2777,2048,509,365,3286,0.0029908500,0.0043732500,217684beabf6cee77e3a76114df0f9414692b8070f984b7a9d4e00902d28eade
continuation,,ba5c3fde32224712774840bc,0,completed,True,2754,2048,747,489,3501,0.0040446000,0.0054270000,38d001f09a0f211880c98c04e5b3e312c7f085acb21f51c6b5b93af17076c973
continuation,,ba7268ae429f7f9a5fb472ef,0,completed,True,2801,2048,543,258,3344,0.0031618500,0.0045442500,638e9f0153c81a56cb7dc25a4127388a61ac4679f5244555b556017664d59624
continuation,,bb1f45efdcbe95d1911d58af,0,completed,True,3021,2048,2162,1445,5183,0.0106123500,0.0119947500,48637d55c80cd1f50df094ca1961dc53d188ea50ecca5201fccb55d1d8304ad2
continuation,,bc385364d1248f045a1c050b,0,completed,True,2912,2048,2282,1882,5194,0.0110706000,0.0124530000,6d66fc0844621bea7d7f303d2c8ba9373e11b2000984d994c519d5308c58c956
continuation,,bd6d9573b777327c17ea5c11,0,completed,True,2739,2048,258,87,2997,0.0018328500,0.0032152500,c1d3c6e1ca3aafc3a1aa8915c0ae1efc5401accab367c6ed9b5cfa6ea07dfbc1
continuation,,bdf90cf97f1a95154b08a39c,0,completed,True,3141,2048,765,516,3906,0.0044158500,0.0057982500,ed1e10a78eb4900b24a1d795117325ee70300cb4d59a31b963e3230668c224bb
continuation,,beaa0f1fe1f379e8bdd9a1c2,0,completed,True,2793,2048,567,303,3360,0.0032638500,0.0046462500,c0baf44db521c5c2b1329d28626412cd07255f1dc53522ecd9174a687df08075
continuation,,c1dc2dbe896a88668acfae72,0,completed,True,3008,2048,322,238,3330,0.0023226000,0.0037050000,54fb5b1a123c80b23f385955b5f79ccf52bde0134a7ea0a61744f46f02f3f515
continuation,,c5a5a15a368771d9fbe2b6bd,0,completed,True,2817,2048,874,660,3691,0.0046633500,0.0060457500,d94c3f1378b3629af416fa51c46179d2441fc398899bcb16ae79b45b558498d1
continuation,,cbc2934af2956cc0db3ed27c,0,completed,True,2791,2048,1777,1122,4568,0.0087073500,0.0100897500,17389a1dab98b78c8b9f53ca17b21cc79d0b7246bedab8756de971706df3994b
continuation,,ccbbc62441a4d8759e35689a,0,completed,True,2844,2048,2033,1868,4877,0.0098991000,0.0112815000,077f0f31ff7cfc9c6c83ed56b1de35c0df8a1a0ba1a207a5d0a954e05e2af034
continuation,,cd17c932e62128ccbdb73304,0,completed,True,2794,2048,645,406,3439,0.0036156000,0.0049980000,e937562c5be386543258953a93d0dbe6221bdec9a2922b9f614d3a0537c24342
continuation,,d236e448d908777516c9bd34,0,completed,True,3094,2560,631,339,3725,0.0034320000,0.0051600000,7cddc0f1f93d489622554545f0ba91289f802a8e7f104ba74c37c8b4808c9b8a
continuation,,d2babecba81ded57e575dc7f,0,completed,True,2991,2048,1140,801,4131,0.0059908500,0.0073732500,3c2fc38271312eb6da0a440fde50bb6d47f0aafdd38004bfda99a37af08cfd4d
continuation,,d38d42bf4258b3f02c46963d,0,completed,True,2728,2048,115,49,2843,0.0011811000,0.0025635000,c2bb4d144199d6369adf7c97636341e543e299b9885f04cbab6093318f7301e3
continuation,,d71496125610a60619ea81f0,0,completed,True,2761,2048,373,107,3134,0.0023668500,0.0037492500,87880b86e7602cf5f468d377f8eb0e0667885bce6d343606de0546c9b601acf4
continuation,,d72450a6b68a3c85f85eb6ca,0,completed,True,2764,2048,581,233,3345,0.0033051000,0.0046875000,13d9568a62e03678a29e5dc14ec6156fb0d0b08003283078f128c63cc21cfc77
continuation,,d7b36dd621b5dc495c1a14aa,0,completed,True,3263,2048,618,468,3881,0.0038458500,0.0052282500,a6d99be54d24aa36bfd105b3c134f20d0323f36759b40c33e73f911eed7735f6
continuation,,db68034da021d974785984b7,0,completed,True,2797,2048,1264,401,4061,0.0064033500,0.0077857500,0bae98a8856ceefb91c98823248810c8a0ef1a06e2fd6aa7cb3ca687e86e9107
continuation,,dcf0a1578990b826162a9e43,0,completed,True,2874,2048,2453,2030,5327,0.0118116000,0.0131940000,0cf1e1936165c93d6e6cc77b85927f9a74f0b550a97a7e129ffe6c428e632cf0
continuation,,dd4f4b593e243da7d367d68b,0,completed,True,2869,2048,441,286,3310,0.0027538500,0.0041362500,f4c99bd037c39968006269d19cffcf0a3988d8fb5d3ac49f1f9501c87f35525a
continuation,,dd5473afd3ee0a57e24965d8,0,completed,True,3070,2560,805,516,3875,0.0041970000,0.0059250000,d5623acbc92c1221b75b50b640062afd727a46acc6cfbf50b5e9ef10c46649a7
continuation,,e15b87308f31dfc495a8175d,0,completed,True,2985,2048,505,402,3490,0.0031288500,0.0045112500,33df8f7133fbb6b16e214abb1351b46d8895e9e23e5686005f72989be7dc95b2
continuation,,e18908dbedb412da9f57f8fa,0,completed,True,2808,2048,692,364,3500,0.0038376000,0.0052200000,3290e782183621186e65ae587f6f056461487ed0e344c14be728aae429c875e9
continuation,,e2be015d20d509a28835526d,0,completed,True,2801,2048,667,516,3468,0.0037198500,0.0051022500,c26c2830f73f78dce8a8215209a2d1a8db31283e0cdf36dd961305bae32214dd
continuation,,e3325e6b41a74222e4cb8745,0,completed,True,2818,2048,829,400,3647,0.0044616000,0.0058440000,17f9a552385b04cb828f86d63cd4424e22c4c07ed346c80546bcdd86c5601ecc
continuation,,e566321e19f8e480ef1b6510,0,completed,True,2828,2048,322,236,3150,0.0021876000,0.0035700000,af65982bdd56f1927ba85bac34cf7574184cbb6d9186c4b72e8a8fcb9c32d16d
continuation,,e698ded383ff8805f98e2f7e,0,completed,True,2800,2048,1024,795,3824,0.0053256000,0.0067080000,5356359f6bc83d22b40c05089ce1b525540c2cb8ce5d77ed9f39bd16c7d8c628
continuation,,e7d1189da081ce06b2e0f070,0,completed,True,2816,2048,383,166,3199,0.0024531000,0.0038355000,b8bf5988efb1256d15a57b64c9c2de9d5f951da531ee967c0421db7ff452fcbf
continuation,,eaaf665e1f8917c25101d07e,0,completed,True,2885,2048,502,212,3387,0.0030403500,0.0044227500,ad69172b5f96edba9698466054dda72c2fb066256758fa090adc291826b60fe7
continuation,,ebcb2d24bd3c96b2ce738966,0,completed,True,2812,2048,1959,1461,4771,0.0095421000,0.0109245000,04f39bf7d1bfcdb18a6f0521c1d843a76a18f467610815fd64db17097fdab6c4
continuation,,eff388696c39ecdecd87bd0e,0,completed,True,2788,2048,279,165,3067,0.0019641000,0.0033465000,7d7e132eafab3cf0cae5ce34a62edd75dd5ca82b64ad050948f7f093aba5262f
continuation,,f01f59c77d4548615905d942,0,completed,True,2878,0,398,143,3276,0.0039495000,0.0039495000,cb15ff19073282e1c955716e6e874086667587a769b4451bc7df50549afc9000
continuation,,f0d19c6a0fb4e4e6796934ee,0,completed,True,2828,2048,1104,394,3932,0.0057066000,0.0070890000,81165a0f5866f45d4b62f191a03280b811e6f3c7f98db75add241eff1926c39a
continuation,,f1895e69318b9092d8951f8a,0,completed,True,2773,2048,434,226,3207,0.0026503500,0.0040327500,cff7b45e013445eb3c9fc716ad38ce9c1937775563e29e3526f4af0b7a3d6c25
continuation,,f1d01823e74accabfa536a67,0,completed,True,2805,2048,375,278,3180,0.0024088500,0.0037912500,2ecd4fee629371233f9aa90a804ba64939a0abc508bf7a963f5e21828a088778
continuation,,f76336d45067d6e4c7c6e1ae,0,completed,True,2793,2048,811,594,3604,0.0043618500,0.0057442500,f1cfc44dbfa992405a91a7bb8fecaefd0cf2ddfdb371179381dee38717ca057b
continuation,,f91e7de32b0b3c045c81e096,0,completed,True,2845,2048,1083,811,3928,0.0056248500,0.0070072500,5649df48d7f0055e5a70c64f82406099d1fcc84cea12ab9c7626b50c18e98fb3
continuation,,f9a8944afd8b4f4a243f87e9,0,completed,True,2769,2048,728,505,3497,0.0039703500,0.0053527500,09b2caa3e44d50d0f2f44b658e025b8dbbb9f07769467046060b90ce13ab5928
continuation,,fbec338ad0ebd5e5cddb58ad,0,completed,True,2749,2048,393,242,3142,0.0024478500,0.0038302500,1b8f45a4a0b2e6e487f45957ef541b3297b66093bf7cbd1aa21c9c5344905ec9
continuation,,fe70a469322f932dd58cdca5,0,completed,True,3030,2048,432,176,3462,0.0028341000,0.0042165000,c988c2db4a27e6f677dfb7e9d0cd41fd849713f1f9381a6a716adfe6bbe614ed
